Seed_ID,Seed_Weight (mg),Seed_Size (mm),Seed_Color,Moisture_Content (%),Genetic_Marker_1,Genetic_Marker_2,Soil_pH,Temperature (°C),Humidity (%),Germination_Rate (%),Seed_Quality
S00376,2.18,2.27,Medium,9.01,1,0,6.32,29,75,94,High
S00377,3.38,2.41,Dark,9.47,0,0,6.74,26,69,58,Low
S00378,3.26,2.52,Light,9.19,0,1,6.06,33,75,55,Low
S00379,3.25,2.42,Medium,8.66,1,1,7.18,30,73,69,Medium
S00380,2.4,2.77,Dark,8.22,0,1,6.73,29,66,93,High
S00381,2.54,2.03,Dark,7.86,1,0,7.25,35,79,94,High
S00382,3.12,2.12,Dark,8.48,1,1,6.67,32,68,52,Low
S00383,2.33,2.8,Dark,8.8,0,1,6.16,28,80,54,Low
S00384,2.67,1.92,Light,7.86,1,0,6.27,23,79,88,High
S00385,3.2,2.17,Dark,8.68,1,1,6.56,32,75,77,Medium
S00386,2.45,1.62,Medium,8.8,1,1,6.27,33,50,98,High
S00387,2.89,1.86,Dark,8.73,0,1,7.28,25,72,64,Low
S00388,2.09,2.61,Dark,7.15,1,1,6.89,35,75,60,Low
S00389,2.4,1.67,Light,8.38,0,0,6.47,32,65,81,Medium
S00390,2.69,2.21,Dark,9.41,1,1,6.79,30,51,86,High
S00391,3.02,2.03,Light,9.02,0,1,7.35,25,62,73,Medium
S00392,3.4,1.53,Light,9.84,1,0,7.47,22,69,81,Medium
S00393,3.3,2.14,Medium,7.81,0,0,7.12,31,75,64,Low
S00394,3.04,2.82,Medium,8.15,1,1,6.11,34,55,80,Medium
S00395,2.85,1.97,Dark,8.51,1,0,7.29,26,64,87,High
S00396,2.07,2.14,Dark,8.29,0,1,6.34,26,65,56,Low
S00397,2.15,1.97,Light,7.13,1,1,6.8,24,75,93,High
S00398,3.16,1.78,Dark,8.34,0,1,6.35,24,73,92,High
S00399,3.07,2.62,Medium,8.99,1,1,7.28,20,53,81,Medium
S00400,2.6,1.99,Light,9.89,1,1,7.27,25,58,70,Medium
S00401,2.52,2.67,Medium,7.62,0,0,6.51,20,75,52,Low
S00402,3.34,2.94,Dark,8.03,1,0,6.87,27,51,54,Low
S00403,2.22,1.69,Medium,8.97,0,0,6.5,30,69,98,High
S00404,2.15,2.87,Light,9.51,1,1,6.15,21,74,94,High
S00405,2.07,2.1,Dark,9.28,0,1,7.07,30,73,84,Medium
S00406,2.71,2.75,Dark,7.29,1,1,6.25,33,69,88,High
S00407,2.22,2.21,Light,8.7,0,1,6.45,30,73,55,Low
S00408,2.19,2.66,Light,7.3,1,1,6.25,30,72,68,Medium
S00409,2.97,2.31,Dark,7.56,1,0,7.02,26,62,62,Low
S00410,2.68,2.38,Light,9.84,1,1,7.42,35,56,92,High
S00411,3.3,1.71,Dark,9.32,0,1,7.41,21,60,97,High
S00412,3.21,2.79,Light,9.29,1,1,7.08,35,56,87,High
S00413,3.19,1.55,Dark,8.66,0,0,7.05,29,66,87,High
S00414,3.08,1.62,Light,8.71,0,0,6.67,31,55,90,High
S00415,2.02,1.91,Medium,8.86,0,1,6.29,33,69,67,Medium
S00416,2.39,1.9,Light,9.49,0,0,7.33,34,68,92,High
S00417,3.14,2.54,Light,8.05,1,0,6.24,31,51,68,Medium
S00418,2.29,1.73,Medium,7.77,1,1,6.96,28,65,73,Medium
S00419,3.42,2.21,Light,8.71,1,0,7.45,22,62,91,High
S00420,3.25,1.54,Light,8.71,1,1,7.49,26,66,62,Low
S00421,2.05,1.89,Light,7.75,1,0,7.38,28,54,66,Medium
S00422,2.57,1.6,Light,9.12,0,1,6.75,27,74,99,High
S00423,2.79,2.69,Light,9.4,1,0,6.97,35,79,73,Medium
S00424,2.75,1.96,Light,9.99,1,0,6.12,29,52,79,Medium
S00425,2.97,1.92,Dark,7.59,0,0,6.72,30,50,64,Low
S00426,3.21,1.75,Medium,9.78,1,0,7,27,57,74,Medium
S00427,3.04,2.8,Medium,7.33,0,0,7.2,21,53,98,High
S00428,3.07,1.83,Light,7.69,0,0,6.58,25,80,61,Low
S00429,3.44,2.76,Dark,8.6,1,1,7.05,35,52,85,Medium
S00430,2.22,2.48,Light,7.52,0,0,7.24,35,80,59,Low
S00431,2.21,1.54,Medium,7.9,1,1,7.35,25,75,75,Medium
S00432,2.43,2.55,Dark,7.19,0,0,7.45,32,71,66,Medium
S00433,2.11,2.12,Dark,7.33,1,0,7.2,22,66,63,Low
S00434,2.17,2.85,Light,8.28,0,0,7.2,31,67,79,Medium
S00435,3.11,2.98,Dark,9.49,0,1,7.04,29,68,62,Low
S00436,2.96,2.1,Dark,9.91,0,0,7.05,24,74,85,Medium
S00437,2.13,2.57,Dark,9.86,1,0,6.13,24,72,78,Medium
S00438,2.09,2.64,Light,7.18,1,1,6.58,25,61,81,Medium
S00439,3.06,2.9,Medium,9.3,1,0,6.83,23,52,71,Medium
S00440,2.1,2.45,Light,8.97,0,0,7.15,22,58,88,High
S00441,3.07,2.76,Dark,8.18,0,1,6.24,20,51,75,Medium
S00442,3.27,2.42,Light,8.71,1,1,7.45,34,73,94,High
S00443,2.42,1.89,Light,9.75,1,1,7.29,34,65,81,Medium
S00444,2.8,2.1,Dark,7.37,0,0,6.3,23,58,57,Low
S00445,3.17,1.98,Light,9.29,1,0,6.01,31,68,71,Medium
S00446,2.92,2.1,Medium,9.61,1,1,6.78,34,77,98,High
S00447,2.94,2.3,Medium,7.46,0,1,6.91,33,75,89,High
S00448,2.02,1.56,Medium,7.18,0,1,7.16,21,62,52,Low
S00449,3.37,1.54,Medium,9.1,1,1,7.28,28,80,89,High
S00450,2.73,2.76,Medium,8.91,0,0,7.3,21,64,91,High
S00451,3.28,1.82,Light,9.76,1,1,6.32,27,58,88,High
S00452,2.48,1.85,Dark,9.9,0,0,6.46,33,80,69,Medium
S00453,2.61,1.89,Medium,8.3,1,0,7.34,31,60,79,Medium
S00454,2.6,2.84,Dark,7.76,1,0,6.42,20,51,81,Medium
S00455,3.37,2.48,Light,8.36,1,0,6.67,24,60,55,Low
S00456,2.33,2.02,Dark,7.03,0,0,7.11,35,76,67,Medium
S00457,2.38,2.01,Medium,8.51,1,1,7.22,24,80,90,High
S00458,2.35,2.69,Light,9.63,0,1,6.83,32,70,88,High
S00459,2.08,1.76,Medium,9.18,1,0,6.63,33,55,87,High
S00460,3.1,2.7,Dark,9.9,0,1,7.1,28,72,72,Medium
S00461,2.73,2.65,Light,7.81,0,0,7.34,22,79,98,High
S00462,2.51,1.52,Medium,8.48,1,1,6.69,20,80,62,Low
S00463,2.95,1.97,Light,8.71,1,0,6.76,33,56,71,Medium
S00464,3.45,2.03,Dark,7.37,0,1,7.47,28,64,92,High
S00465,2.99,2.22,Light,7.86,1,1,6.55,35,56,91,High
S00466,2.72,2.74,Dark,8.51,0,0,6.67,33,79,71,Medium
S00467,2.05,2.02,Dark,9.54,1,0,7.12,33,62,74,Medium
S00468,2.35,1.89,Medium,7.16,1,0,7.24,21,71,72,Medium
S00469,2.2,1.7,Medium,7.63,0,1,6.5,27,69,75,Medium
S00470,3.25,2.18,Dark,7.18,0,1,6.49,27,70,87,High
S00471,2.84,2.96,Light,8.38,1,0,6.58,28,61,55,Low
S00472,3.39,2.78,Dark,8.91,0,0,6.47,32,52,59,Low
S00473,3,2.12,Dark,8.6,0,1,6.89,34,53,99,High
S00474,2.98,2.25,Light,7.34,1,0,7.22,20,58,51,Low
S00475,3.26,2.66,Dark,9.46,1,1,6.13,33,66,60,Low
S00476,2.91,2.69,Medium,9.2,1,0,6.69,30,64,84,Medium
S00477,3.37,2.77,Light,8.18,1,0,6.8,23,54,92,High
S00478,3.39,1.63,Medium,9.64,0,1,6.92,22,77,94,High
S00479,2.88,2.9,Light,9.12,0,1,6.52,22,78,56,Low
S00480,3.39,2.43,Dark,9.23,0,1,7.07,27,50,77,Medium
S00481,3.32,2.55,Medium,7.08,1,1,6.01,32,58,96,High
S00482,3.3,2.95,Light,7.03,0,1,6.06,25,80,90,High
S00483,2.49,2.16,Dark,7.34,1,0,6.68,25,72,60,Low
S00484,2.89,1.9,Light,9.96,1,1,7.05,32,51,57,Low
S00485,2.66,2.91,Medium,8.67,1,0,6.97,23,57,90,High
S00486,2.15,2.64,Medium,7.82,1,1,7.05,33,60,58,Low
S00487,3.44,2.55,Light,10,1,1,6.78,31,79,53,Low
S00488,2.47,2.23,Light,9.42,0,1,6.41,32,57,62,Low
S00489,2.55,2.33,Dark,9.72,0,1,6.39,28,56,91,High
S00490,2.49,2.3,Light,8.4,0,0,6.59,22,57,78,Medium
S00491,2.5,2.84,Dark,8.77,1,0,6.98,24,72,83,Medium
S00492,2.54,1.78,Dark,8.02,0,1,6.46,30,69,94,High
S00493,3.19,2.61,Light,8.27,0,1,6.22,25,73,77,Medium
S00494,3.37,2.67,Medium,7.97,1,1,6.41,27,72,54,Low
S00495,3.12,2.79,Medium,7.15,1,1,6.66,21,75,70,Medium
S00496,3.09,2.47,Light,7.56,0,0,7.07,35,67,67,Medium
S00497,3.02,1.88,Medium,9,0,0,6.7,34,57,52,Low
S00498,2.21,2.79,Medium,8.54,0,0,7.3,20,64,84,Medium
S00499,2.5,1.52,Dark,9.15,0,0,7.35,30,63,70,Medium
S00500,2.8,1.5,Light,8.74,1,1,6.49,25,50,63,Low
S00501,3.09,2.14,Dark,8.3,1,1,6.02,24,65,75,Medium
S00502,2.21,1.85,Dark,9.3,0,1,7.06,29,72,93,High
S00503,2.09,1.59,Light,8.2,0,1,6.71,26,79,75,Medium
S00504,2.56,2.39,Dark,8.24,0,1,7.15,24,60,60,Low
S00505,2.66,2.03,Medium,8.63,1,0,6.41,26,67,57,Low
S00506,2.71,2.14,Light,8.35,0,1,6.95,25,69,79,Medium
S00507,2.04,2.85,Dark,7.37,1,1,7.36,34,54,55,Low
S00508,2.01,2.81,Light,9.59,0,1,6.84,21,53,59,Low
S00509,2.31,2.62,Medium,7.04,1,0,6.08,20,68,83,Medium
S00510,2.81,2.92,Medium,8.82,1,1,7.07,30,77,73,Medium
S00511,2.59,2.75,Dark,7.4,0,0,6.63,20,80,86,High
S00512,2.04,1.84,Medium,7.73,1,0,7.15,31,73,74,Medium
S00513,2.47,2.44,Medium,7.83,0,1,7.4,27,51,94,High
S00514,2.63,2.43,Light,9.23,1,1,6.41,31,65,62,Low
S00515,2.88,2.09,Dark,7.6,0,1,6.94,30,59,77,Medium
S00516,2.83,2.09,Medium,8.36,0,0,6.15,21,60,96,High
S00517,2.06,1.66,Dark,8.75,0,0,6.36,35,76,81,Medium
S00518,3.47,2.06,Light,9.61,1,0,6.6,33,64,82,Medium
S00519,2.15,2.2,Dark,9.47,0,0,7.04,31,70,69,Medium
S00520,2.56,1.89,Light,8.96,1,1,7.16,31,72,95,High
S00521,3.31,1.66,Light,8.92,1,1,6.11,34,54,60,Low
S00522,2.24,1.65,Light,8.28,0,1,6.95,33,76,74,Medium
S00523,2.21,1.85,Dark,8.11,0,1,6.13,33,64,96,High
S00524,2.82,2.67,Light,8.65,1,1,6.49,31,71,80,Medium
S00525,3.4,1.88,Light,7.86,1,0,6.37,34,79,93,High
S00526,2.25,2.2,Dark,8.14,0,1,7.05,31,52,57,Low
S00527,3.06,2.05,Dark,9.39,1,0,6.75,23,77,53,Low
S00528,2.48,1.99,Medium,8.21,1,1,6.16,32,65,77,Medium
S00529,2.08,1.79,Light,7.12,1,1,6.87,34,58,85,Medium
S00530,3.37,1.53,Dark,9.71,1,1,7.05,20,58,98,High
S00531,2.5,2.18,Dark,8.2,0,0,6.93,26,79,67,Medium
S00532,2.91,1.87,Light,8.46,1,1,7.44,29,68,54,Low
S00533,2.11,2.9,Medium,8,0,1,6.33,28,79,74,Medium
S00534,2.31,2.32,Light,9.28,0,1,6.86,24,78,88,High
S00535,3.24,2.11,Medium,8.04,1,1,6.49,32,53,93,High
S00536,2.09,2.95,Dark,9.07,1,1,6.38,34,67,60,Low
S00537,2.59,2.51,Medium,8.74,1,0,7.23,31,57,89,High
S00538,3.22,2.47,Light,8.92,1,0,7.09,32,79,51,Low
S00539,3.22,2.47,Medium,8.62,0,1,6.96,27,63,70,Medium
S00540,2.73,2.86,Medium,7.9,1,1,6.44,33,77,72,Medium
S00541,2.16,2.56,Medium,9.15,1,1,6.57,32,69,60,Low
S00542,3.34,2.98,Light,7.64,1,1,7.1,22,59,92,High
S00543,3.18,1.95,Light,7.02,0,0,7.38,21,70,77,Medium
S00544,3.39,1.97,Medium,7.92,1,1,7.01,21,75,53,Low
S00545,3.28,2.69,Light,8.34,0,0,6.85,34,66,64,Low
S00546,2.59,2.38,Light,8.19,1,0,7.48,27,60,54,Low
S00547,3.39,1.53,Dark,7.21,1,0,7,24,60,63,Low
S00548,2.99,2.24,Dark,7.7,1,1,6.42,23,72,61,Low
S00549,2.49,2.96,Dark,8.2,0,0,7.49,29,77,60,Low
S00550,2.88,1.54,Light,8.76,0,0,7.45,30,56,60,Low
S00551,3.35,2.79,Medium,7.3,0,1,7.35,27,54,78,Medium
S00552,2.59,1.53,Light,9.81,0,1,6.25,35,71,62,Low
S00553,2.94,1.53,Light,9.51,0,1,6.45,22,67,94,High
S00554,3.12,2.87,Light,9.98,1,1,6.32,20,68,79,Medium
S00555,2.94,2.63,Medium,7.36,0,1,6.58,30,56,56,Low
S00556,3.35,2.58,Dark,7.17,0,1,6.71,34,58,96,High
S00557,2.34,1.86,Medium,8.67,0,1,7.03,24,61,90,High
S00558,3.06,2.94,Medium,9.67,1,0,6.98,33,78,84,Medium
S00559,2.32,2.89,Medium,9.93,1,1,6.76,24,69,66,Medium
S00560,3.19,2.13,Dark,8.41,0,1,7.41,29,53,88,High
S00561,2.79,2.33,Light,9.74,1,0,6.67,35,78,67,Medium
S00562,2.58,2.86,Light,7.58,1,1,6.36,26,71,64,Low
S00563,3.15,2.49,Medium,9.01,0,1,6.88,34,77,74,Medium
S00564,2.8,1.52,Light,7.67,1,0,6.04,31,58,94,High
S00565,2.39,2.68,Light,8.36,0,1,6.32,20,77,55,Low
S00566,3.5,2.69,Light,8.98,0,1,6.7,28,70,71,Medium
S00567,2.57,2.56,Light,9.02,1,0,6.87,24,65,65,Low
S00568,2.77,2.96,Medium,7.2,1,0,6.72,22,70,96,High
S00569,2.74,2.6,Dark,8.43,0,1,6.27,29,53,89,High
S00570,3.38,1.62,Light,7.26,0,1,6.38,21,71,67,Medium
S00571,2.26,2.38,Dark,8.83,0,1,6.53,26,71,90,High
S00572,2.28,1.55,Medium,8.82,1,1,6.34,33,66,58,Low
S00573,2.84,1.54,Light,9.82,0,1,7.4,32,70,56,Low
S00574,2.92,2.26,Medium,7.11,0,1,6.28,23,67,87,High
S00575,3.06,2.6,Medium,8.97,1,0,7.45,34,52,70,Medium
S00576,2.83,2.11,Light,9.57,1,0,7.29,27,70,83,Medium
S00577,3.28,2.57,Medium,9.75,0,1,7.47,26,57,50,Low
S00578,3.01,2.98,Light,7.24,1,0,6.3,28,51,68,Medium
S00579,2.16,2.7,Medium,8.08,0,1,7.31,30,77,67,Medium
S00580,3.23,2.68,Light,9.3,1,0,7.41,23,76,74,Medium
S00581,2.93,2.73,Medium,9.73,0,0,7.24,21,76,71,Medium
S00582,2.44,2.06,Light,9.61,0,1,6.19,23,54,72,Medium
S00583,3.16,2.38,Dark,7.24,1,0,6.83,29,58,92,High
S00584,3.32,1.8,Medium,8.15,1,0,6.7,28,54,83,Medium
S00585,2.98,1.86,Medium,9.91,1,1,6.9,22,52,96,High
S00586,3.31,2.67,Medium,7.97,0,0,6.29,30,68,84,Medium
S00587,3.03,1.97,Light,7.55,1,0,6.49,26,52,55,Low
S00588,2.38,2.52,Light,7.96,0,0,7.1,23,75,52,Low
S00589,3.48,2.38,Dark,9.77,1,1,6.29,24,77,98,High
S00590,2.3,1.77,Dark,9.61,1,0,6.14,25,55,88,High
S00591,2.86,2.33,Medium,8.85,1,1,6.84,22,65,72,Medium
S00592,3.19,2.52,Light,9.38,1,1,6.11,26,56,74,Medium
S00593,2.64,1.83,Medium,8.18,0,1,6.63,22,65,53,Low
S00594,2.93,2.34,Dark,7.5,1,0,6.8,26,71,67,Medium
S00595,3.41,2.12,Dark,7.27,0,0,6.38,32,56,92,High
S00596,3.08,1.94,Medium,8.5,1,0,6.77,25,71,98,High
S00597,3.38,2.12,Dark,8.39,0,1,7.47,33,72,71,Medium
S00598,2.3,1.92,Medium,8.96,1,1,6.24,25,80,70,Medium
S00599,3.12,1.89,Medium,8.44,0,0,7.24,24,74,68,Medium
S00600,3.26,2.57,Medium,9.47,0,1,6.79,26,64,79,Medium
S00601,2.56,2.22,Medium,8.86,1,1,7.42,21,72,97,High
S00602,2.02,2.95,Medium,7.31,0,0,6.61,24,51,54,Low
S00603,3.4,2.02,Medium,9.38,1,1,6.48,29,69,51,Low
S00604,2.97,2.68,Dark,8.79,0,1,7.29,26,73,74,Medium
S00605,2.69,1.53,Light,9.93,1,1,6.53,29,78,99,High
S00606,2.89,2.51,Medium,7.67,1,0,6.23,28,51,64,Low
S00607,2.78,2.34,Medium,9.11,0,1,7.38,22,79,96,High
S00608,3.25,2.31,Light,9.13,1,1,6.99,31,78,58,Low
S00609,2.14,2.85,Dark,8.87,1,1,6.12,24,66,53,Low
S00610,2.45,2.03,Dark,8.77,1,1,6.3,35,78,91,High
S00611,2.66,1.52,Light,7.76,1,0,6.73,35,65,90,High
S00612,3.42,2.34,Medium,8.69,0,0,6.69,32,59,52,Low
S00613,2.8,2.02,Dark,8.28,1,0,7.39,33,69,69,Medium
S00614,2.82,2.6,Light,7.89,1,1,7.19,21,56,78,Medium
S00615,3.42,1.78,Dark,7.52,1,0,6.03,25,71,99,High
S00616,2.23,2.23,Dark,7.51,0,1,7.09,33,65,87,High
S00617,2.19,2.89,Dark,9.04,0,0,6.85,35,70,88,High
S00618,2.89,1.71,Light,9.42,1,1,6.4,21,79,61,Low
S00619,3.03,1.6,Dark,7.87,0,1,6.32,29,68,85,Medium
S00620,2.64,2.56,Dark,7.63,0,0,6.56,31,80,55,Low
S00621,2.16,2.33,Light,7.72,0,0,7.08,35,70,63,Low
S00622,2.35,1.51,Medium,8,0,0,7.02,28,78,87,High
S00623,3.06,2.42,Medium,7.9,0,0,6.12,32,67,75,Medium
S00624,2.28,2.19,Dark,9.58,0,1,6.88,34,60,55,Low
S00625,3.06,1.58,Dark,9.01,1,1,6.15,22,75,82,Medium
S00626,2.66,1.93,Medium,7.64,1,0,6.85,26,60,60,Low
S00627,2.43,2.86,Dark,7.52,0,1,7.44,28,74,62,Low
S00628,2.56,2.64,Light,9.06,0,0,6.31,33,70,81,Medium
S00629,2.5,2.73,Light,8.65,1,1,6.33,29,60,87,High
S00630,3.33,2.49,Light,7.18,0,0,6.12,31,68,86,High
S00631,2.71,2.56,Light,7.55,1,0,7.09,35,54,61,Low
S00632,2.93,2.4,Dark,8.37,0,0,6.52,30,71,99,High
S00633,3.08,1.72,Medium,7.49,0,1,6.26,21,72,77,Medium
S00634,2.93,2.94,Dark,7.28,0,0,7.28,28,74,60,Low
S00635,2.14,2.84,Medium,8.34,0,1,6.17,27,66,82,Medium
S00636,2.92,1.89,Light,9.78,1,0,7.13,35,71,58,Low
S00637,2.23,2.66,Dark,9.51,0,1,7.46,30,56,56,Low
S00638,2.43,2.95,Light,7.46,0,0,6.63,25,67,52,Low
S00639,2.42,1.92,Dark,8.8,1,0,6.2,27,52,70,Medium
S00640,2.67,2.56,Dark,9.4,0,1,6.5,20,55,100,High
S00641,2.92,2.98,Dark,7.85,0,1,6.53,26,68,93,High
S00642,3.2,2.89,Dark,7.93,1,1,6.42,35,51,77,Medium
S00643,3.19,2.04,Dark,8.15,1,0,6.57,24,51,70,Medium
S00644,3.35,1.54,Medium,7.91,0,1,7.18,24,74,76,Medium
S00645,2.49,2.4,Light,9.57,1,0,7.21,28,56,66,Medium
S00646,3.23,2.38,Light,8.43,0,1,7.42,35,79,72,Medium
S00647,2.36,2.11,Medium,9.24,1,1,6.02,22,60,50,Low
S00648,3.05,2.89,Medium,7.01,0,1,7.23,30,67,64,Low
S00649,2.89,2.63,Medium,8.12,0,1,6.33,25,55,81,Medium
S00650,3.08,2.07,Medium,8.79,0,1,7.22,24,51,99,High
S00651,2.07,1.86,Light,7.39,0,0,7.1,24,61,98,High
S00652,2.48,2.43,Dark,9.63,1,0,6.15,26,77,64,Low
S00653,3.21,1.68,Light,7.22,0,1,6.5,28,67,70,Medium
S00654,2.43,1.87,Light,7.01,0,0,6.21,35,70,85,Medium
S00655,2.43,1.64,Light,9.68,0,1,7.22,27,64,75,Medium
S00656,2.25,2.24,Medium,8.89,1,1,6.03,35,53,91,High
S00657,2.1,1.89,Medium,9.25,0,1,7.41,22,71,52,Low
S00658,3.21,2.01,Light,7.91,1,1,6.05,23,55,89,High
S00659,2.96,2.15,Dark,8.89,1,0,7.3,23,76,65,Low
S00660,2.71,2.02,Light,8.75,0,1,6.56,29,74,89,High
S00661,3.02,2.82,Dark,9.55,0,0,6.98,33,77,58,Low
S00662,2.09,2.18,Light,8.66,0,0,7.41,21,56,83,Medium
S00663,2.74,2.1,Light,9.59,1,1,6.03,26,61,89,High
S00664,2.4,2.85,Medium,8.44,1,1,7.12,28,79,76,Medium
S00665,2.75,2.28,Light,7.56,0,1,6.27,25,68,63,Low
S00666,2.28,2.46,Medium,8.39,1,0,6.17,34,57,55,Low
S00667,2.62,2.65,Light,8.53,1,1,6.25,26,58,77,Medium
S00668,2.62,2.42,Medium,9.96,1,1,6.89,31,68,72,Medium
S00669,2.63,2.03,Medium,8.98,0,0,6.22,31,53,74,Medium
S00670,2.01,2.09,Dark,7.15,1,1,6.47,21,50,58,Low
S00671,2.79,2.31,Medium,9.49,0,0,6.42,28,53,75,Medium
S00672,2.72,1.94,Dark,8.59,1,1,6.58,34,71,78,Medium
S00673,2.03,2.52,Dark,7.75,0,0,7.46,25,61,63,Low
S00674,2.27,2.47,Light,7.61,0,1,7.35,21,57,53,Low
S00675,2.92,1.56,Medium,9.62,1,1,6.21,29,69,91,High
S00676,2.66,2.81,Medium,9.33,1,0,6.38,28,50,97,High
S00677,3.18,2.64,Dark,9.51,1,0,7.05,21,76,74,Medium
S00678,2.18,2.51,Medium,8.62,1,1,6.67,31,66,65,Low
S00679,3.27,2.07,Medium,8.23,0,0,7.48,21,66,67,Medium
S00680,2.86,1.7,Dark,9.46,1,1,6.81,26,55,83,Medium
S00681,2.54,2.81,Dark,9.99,0,0,6.76,25,54,94,High
S00682,2.91,1.85,Medium,8.96,0,0,6.42,31,59,51,Low
S00683,3,2.31,Dark,7.96,1,0,6.41,29,80,81,Medium
S00684,3.43,2.51,Dark,9.5,1,1,6,21,77,69,Medium
S00685,2.81,2.52,Medium,9.68,1,0,6.42,30,59,65,Low
S00686,2.02,1.84,Dark,8.89,1,1,6.41,30,57,59,Low
S00687,2.89,1.51,Medium,8.89,0,1,6.44,30,67,98,High
S00688,2.77,2.77,Dark,9.15,1,1,6.02,24,80,55,Low
S00689,2.49,2.16,Medium,9.48,1,0,6.39,26,62,53,Low
S00690,3.25,1.7,Medium,9.45,0,0,6.53,22,53,71,Medium
S00691,2.88,1.56,Medium,7.46,0,1,6.76,24,79,87,High
S00692,2.54,2.41,Dark,8.01,0,1,6.84,33,57,80,Medium
S00693,3,2.58,Medium,7.29,1,0,6.04,34,62,100,High
S00694,2.77,2.32,Light,8.19,1,1,6.63,23,55,50,Low
S00695,2.04,1.81,Dark,7.83,0,1,7.23,35,73,58,Low
S00696,3.04,2.47,Medium,9.21,1,0,6.45,25,58,87,High
S00697,2.27,2.42,Medium,7.19,1,0,6.98,23,52,96,High
S00698,2.4,1.87,Dark,8.78,0,0,7.02,28,74,81,Medium
S00699,2.77,2.84,Dark,9.37,1,1,6.34,27,80,95,High
S00700,3.07,1.85,Medium,9.23,0,1,6.39,33,50,90,High
S00701,2.36,1.63,Medium,7.3,1,0,6.36,23,70,97,High
S00702,3.29,1.9,Dark,8.22,0,1,7.1,32,65,75,Medium
S00703,2.55,2.13,Medium,8.93,0,0,6.53,35,63,96,High
S00704,2.11,2.06,Light,7.2,1,1,6.95,33,61,97,High
S00705,3.31,1.65,Medium,8.45,1,1,7.42,33,65,56,Low
S00706,3.17,2.29,Light,9.72,0,1,7.12,34,60,62,Low
S00707,2.76,2.77,Light,9.92,0,1,6.35,22,78,52,Low
S00708,2.52,2.52,Medium,8.81,0,0,6.85,33,80,55,Low
S00709,3.13,1.61,Medium,7.48,0,0,7.06,35,67,90,High
S00710,2.62,1.67,Medium,8.54,1,0,7.17,35,74,76,Medium
S00711,2.23,1.88,Light,7.23,1,1,6.89,26,74,94,High
S00712,3.49,2.31,Dark,8.09,1,1,6.35,33,63,99,High
S00713,2.56,1.91,Medium,8.41,1,0,7.33,33,66,90,High
S00714,3.5,2.96,Light,9.99,0,1,7.28,32,73,50,Low
S00715,2.2,2.74,Dark,7.48,0,0,7.21,23,71,81,Medium
S00716,3.06,2.28,Dark,7.92,0,0,6.5,27,60,91,High
S00717,2.17,2.32,Light,9.72,1,1,6.92,21,53,89,High
S00718,2.26,2.1,Dark,8.24,0,0,6.62,35,75,57,Low
S00719,2.17,2.41,Dark,8.7,1,0,6.24,22,59,52,Low
S00720,2.04,1.64,Medium,8.76,1,0,6.39,23,56,66,Medium
S00721,3.01,2.22,Light,8.11,1,0,6.16,28,68,76,Medium
S00722,2.54,1.54,Light,9.14,1,1,6.57,23,69,85,Medium
S00723,2.91,2.31,Dark,9.67,0,1,6.7,32,80,53,Low
S00724,2.45,1.99,Light,9.57,1,1,6.03,21,75,55,Low
S00725,2.25,2.3,Dark,9.24,1,1,6.6,27,79,51,Low
S00726,3.11,1.93,Light,8.55,1,0,6.94,33,53,65,Low
S00727,2.81,2.23,Dark,9.85,0,0,6.75,30,58,55,Low
S00728,3.11,2.05,Light,7.88,1,0,7.29,21,68,100,High
S00729,2.21,2.6,Dark,7.82,0,0,7.44,30,74,74,Medium
S00730,3.25,1.57,Medium,9.27,0,0,7.21,26,60,99,High
S00731,3.4,2.85,Dark,7.38,1,0,6.08,33,56,65,Low
S00732,2.79,2.19,Dark,9.44,0,1,6.98,33,74,85,Medium
S00733,2.23,1.67,Light,7.21,1,1,6.66,35,54,69,Medium
S00734,2.38,2.86,Light,8.25,0,1,6.77,33,73,61,Low
S00735,2.88,1.7,Dark,9.1,0,1,7.44,26,74,62,Low
S00736,3.29,2.9,Dark,8.94,0,0,6.53,29,70,80,Medium
S00737,2.88,1.87,Medium,7.75,0,0,7.07,22,77,57,Low
S00738,2.97,2.09,Dark,7.38,0,1,6.23,20,51,81,Medium
S00739,2.88,2.59,Dark,9.37,0,1,7.24,22,67,56,Low
S00740,3.45,1.74,Light,7.05,0,0,7.28,35,74,55,Low
S00741,3.42,2.75,Light,9.74,1,1,6.4,28,58,95,High
S00742,3.45,2.52,Dark,7.56,0,1,7.43,21,69,86,High
S00743,3.02,2.94,Medium,8.09,1,0,7.31,22,56,85,Medium
S00744,2.37,1.83,Dark,7.39,0,1,6.57,27,64,62,Low
S00745,2.37,2.78,Dark,9.22,0,1,7.13,21,71,96,High
S00746,2,1.97,Medium,9.32,1,0,7.21,31,51,63,Low
S00747,3.47,2.74,Medium,7.8,0,1,6.78,31,50,50,Low
S00748,2.75,2.91,Light,7.69,1,0,7.38,32,57,75,Medium
S00749,3.1,2.16,Light,7.31,0,1,7.12,28,51,60,Low
S00750,2.69,1.65,Dark,8.63,1,1,7.35,20,59,75,Medium
S00751,3.35,1.68,Medium,9.97,1,1,7.1,32,74,69,Medium
S00752,2.23,2.18,Medium,9.11,0,0,6.33,21,68,55,Low
S00753,2.74,2.05,Medium,7.06,0,1,7.14,34,56,63,Low
